,Unnamed: 0,TopSongs,lyrics,MBTI
10,10,John Mayer - Gravity,"Gravity Lyrics[Chorus]. Gravity is working against me. And gravity wants to bring me down. . [Verse 1]. Oh, I'll never know. What makes this man, with all the love that his heart can stand. Dream of ways to throw it all away. . [Chorus]. Woah, woah. Gravity is working against me. And gravity wants to bring me down. [Verse 2]. Oh, twice as much ain't twice as good. And can't sustain like one half could. It's wanting more that's gonna send me to my knees. . [Guitar Solo]. . [Repeat Verse 2]. Oh, twice as much ain't twice as good. And can't sustain like one half could. It's wanting more that's gonna send me to my knees. . [Chorus]. Woah, woah. Gravity, stay the hell away from me. Woah, woah. Gravity has taken better men than me. Now, how can that be?. . [Outro]. Just keep me where the light is. Just keep me where the light is. Just keep me where the light is. Come on, keep me where the light is. Come on, keep me where the light is. Come on, keep me where, now, keep me where the light is58Embed",INTP
11,11,Adele - All I ask,"All I Ask Lyrics[Verse 1]. I will leave my heart at the door. I won't say a word. They've all been said before, you know. So why don't we just play pretend. Like we're not scared of what is coming next. Or scared of having nothing left?. . [Pre-Chorus]. Look, don't get me wrong. I know there is no tomorrow. All I ask is. [Chorus]. If this is my last night with you. Hold me like I'm more than just a friend. Give me a memory I can use. Take me by the hand while we do. What lovers do. It matters how this ends. 'Cause what if I never love again?. . [Verse 2]. I don't need your honesty. It's already in your eyes. And I'm sure my eyes, they speak for me. No one knows me like you do. And since you're the only one that mattered. Tell me, who do I run to?. . [Pre-Chorus]. Look, don't get me wrong. I know there is no tomorrow. All I ask is. . [Chorus]. If this is my last night with you. Hold me like I'm more than just a friend. Give me a memory I can use. Take me by the hand while we do. What lovers do. It matters how this ends. 'Cause what if I never love again?. [Bridge]. Let this be our lesson in love. Let this be the way we remember us. I don't want to be cruel or vicious. And I ain't asking for forgiveness. All I ask is. . [Chorus]. If this is my last night with you. Hold me like I'm more than just a friend. Give me a memory I can use. Take me by the hand while we do. What lovers do. It matters how this ends. 'Cause what if I never love again?42Embed",INTP
12,12,John Mayer - You're Gonna Live Forever In Me,"You’re Gonna Live Forever in Me Lyrics[Intro: Whistling]. . [Verse 1]. A great big bang and dinosaurs. Fiery raining meteors. It all ends unfortunately. . [Chorus 1]. But you're gonna live forever in me. I guarantee, just wait and see. [Verse 2]. Parts of me were made by you. And planets keep their distance too. The moon's got a grip on the sea. . [Chorus 2]. And you're gonna live forever in me. I guarantee, it's your destiny. . [Verse 3]. Life is full of sweet mistakes. And love's an honest one to make. Time leaves no fruit on the tree. . [Chorus 3]. But you're gonna live forever in me. I guarantee, it's just meant to be. [Interlude: Whistling]. . [Verse 4]. And when the pastor asks the pews. For reasons he can't marry you. I'll keep my word and my seat. . [Chorus 1]. But you're gonna live forever in me. I guarantee, just wait and see. [Outro: Whistling]6Embed",INTP
13,13,Coldplay x BTS - My Universe,"My Universe Lyrics[콜드플레이, 방탄소년단 ""My Universe"" 가사]. . [Intro: Chris Martin, All]. You (You), you are (You are) my universe. And I (I) just want (Just want) to put you first. And you (You), you are (You are) my universe, and I. . [Verse 1: Chris Martin]. In the night, I lie and look up at you. When the morning comes, I watch you rise. There's a paradise they couldn't capture. That bright infinity inside your eyes. [Pre-Chorus: Jung Kook, All, Jung Kook & Chris Martin]. 매일 밤 네게 날아가 (가). 꿈이란 것도 잊은 채. 나 웃으며 너를 만나 (나). Never-ending forever, baby. . [Chorus: Chris Martin, All]. You (You), you are (You are) my universe. And I (I) just want (Just want) to put you first. And you (You), you are (You are) my universe. And you make my world light up inside. . [Verse 2: V, RM, RM & Chris Martin, RM & Jimin]. 어둠이 내겐 더 편했었지. 길어진 그림자 속에서 (Eyes). And they said that we can't be togethеr. Because, becausе we come from different sides. . [Chorus: Chris Martin, All]. You (You), you are (You are) my universe. And I (I) just want (Just want) to put you first. And you (You), you are (You are) my universe. And you make my world light up inside. . [Post-Chorus: All, Jin]. My universe (Do-do, do-do). My universe (Do-do, do-do). My universe (Do-do, do-do). (You make my world). You make my world light up inside. Make my world light up inside. [Bridge: j-hope, SUGA]. 나를 밝혀주는 건. 너란 사랑으로 수 놓아진 별. 내 우주의 넌. 또 다른 세상을 만들어 주는 걸. 너는 내 별이자 나의 우주니까. 지금 이 시련도 결국엔 잠시니까. 너는 언제까지나 지금처럼 밝게만 빛나줘. 우리는 너를 따라 이 긴 밤을 수놓을 거야. . [Pre-Chorus: Jung Kook, Jung Kook & Jimin, Chris Martin & Jung Kook]. 너와 함께 날아가. When I'm without you, I'm crazy. 자 어서 내 손을 잡아. We are made of each other, baby. . [Chorus: Chris Martin, All]. You (You), you are (You are) my universe. And I (I) just want (Just want) to put you first (To put you first). And you (You), you are (You are) my universe. And you make my world light up inside. . [Post-Chorus: All]. My universe (Do-do, do-do). You, you are (You are). My universe (Do-do, do-do). I just want (Just want). My universe. You, you are (You are) my universe, and I. My universe. [Outro: All]. (Ayy, ayy, ayy, ayy, ayy)23Embed",INTP
14,14,Christina Perri - Human,"​human Lyrics[Verse 1]. I can hold my breath. I can bite my tongue. I can stay awake for days. If that's what you want. Be your number one. I can fake a smile. I can force a laugh. I can dance and play the part. If that's what you ask. Give you all I am. [Pre-Chorus]. I can do it. I can do it. I can do it. . [Chorus]. But I'm only human. And I bleed when I fall down. I'm only human. And I crash and I break down. Your words in my head, knives in my heart. You build me up and then I fall apart. 'Cause I'm only human. . [Verse 2]. I can turn it on. Be a good machine. I can hold the weight of worlds. If that's what you need. Be your everything. . [Pre-Chorus]. I can do it. I can do it. I'll get through it. [Chorus]. But I'm only human. And I bleed when I fall down. I'm only human. And I crash and I break down. Your words in my head, knives in my heart. You build me up and then I fall apart. 'Cause I'm only human. . [Bridge]. I'm only human. I'm only human. Just a little human. . [Interlude]. I can take so much. 'Til I've had enough. . [Chorus]. 'Cause I'm only human. And I bleed when I fall down. I'm only human. And I crash and I break down. Your words in my head, knives in my heart. You build me up and then I fall apart. 'Cause I'm only human119Embed",INTP
15,15,One direction - best song ever,"Best Song Ever Lyrics[Verse 1: Harry]. Maybe it's the way she walked (Ow!). Straight into my heart and stole it. Through the doors and past the guards (Ow!). Just like she already owned it. . [Pre-Chorus: Zayn]. I said, ""Can you give it back to me?"". She said, ""Never in your wildest dreams"". . [Chorus: All]. And we danced all night to the best song ever. We knew every line, now I can't remember. How it goes, but I know that I won't forget her. 'Cause we danced all night to the best song ever. [Post-Chorus: All]. I think it went, ""Oh, oh, oh"". I think it went, ""Yeah, yeah, yeah"". I think it goes (Oh). . [Verse 2: Liam & Harry]. Said her name was Georgia Rose. And her daddy was a dentist. Said I had a dirty mouth (I got a dirty mouth). But she kissed me like she meant it. . [Pre-Chorus: Niall]. I said, ""Can I take you home with me?"". She said, ""Never in your wildest dreams"". . [Chorus: All & Zayn]. And we danced all night to the best song ever. We knew every line, now I can't remember (How it goes, but I know). How it goes, but I know that I won't forget her. 'Cause we danced all night to the best song ever. . [Post-Chorus: All]. I think it went, ""Oh, oh, oh"". I think it went, ""Yeah, yeah, yeah"". I think it goes (Oh). [Bridge: Louis, Zayn & Harry]. You know, I know, you know I'll remember you. And I know, you know, I know you'll remember me. And you know, I know, you know I'll remember you. And I know, you know, I hope you'll remember how we danced. How we danced (1, 2, 1, 2, 3, ow!). . [Chorus: All, Zayn & Harry]. How we danced all night to the best song ever (How we danced). We knew every line, now I can't remember (We knew every line). How it goes, but I know that I won't forget her. 'Cause we danced all night (We danced, we danced). To the best song ever (It goes something like this). And we danced all night to the best song ever. We knew every line now I can't remember. How it goes but I know that I won't forget her (I know that I won't forget her). 'Cause we danced all night to the best song ever (Best song ever). . [Post-Chorus: All]. I think it went, ""Oh, oh, oh"". I think it went, ""Yeah, yeah, yeah"". I think it goes (Oh). . [Outro: Zayn]. Best song ever. It was the best song ever. It was the best song ever. It was the best song ever55Embed",ENFP
16,16,Justin bieber - Peaches,"Peaches Lyrics[Chorus: Justin Bieber]. I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that’s it). . [Verse 1: Justin Bieber]. And I say, oh (Oh). The way I breathe you in (In). It's the texture of your skin. I wanna wrap my arms around you, baby. Never let you go, oh. And I say, oh. There's nothing like your touch. It’s the way you lift me up, yeah. And I'll be right here with you 'til the end of time. [Chorus: Justin Bieber]. I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that's it). . [Verse 2: Daniel Caesar]. You ain't sure yet. But I'm for ya. All I can want, all I can wish for. Nights alone that we miss more. And days we save as souvenirs. There's no time, I wanna make more time. And give you my whole life. I left my girl, I’m in Mallorca. Hate to leave her, call it torture. Remember when I couldn’t hold her. Left her baggage for Rimowa. . [Chorus: Justin Bieber]. I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that’s it). . [Verse 3: GIVĒON]. I get the feeling, so I'm sure (Sure). Hand in my hand because I'm yours, I can't. I can’t pretend, I can't ignore, you're right for me. Don't think you wanna know just where I've been, oh. Done bein' distracted. The one I need is right in my arms (Oh). Your kisses taste the sweetest with mine. And I'll be right here with you 'til the end of time. [Chorus: Justin Bieber]. I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that's it). I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). (I get my light right from the source, yeah, yeah, that's it). I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that's it). I got my peaches out in Georgia (Oh, yeah, shit). I get my weed from California (That's that shit). I took my chick up to the North, yeah (Badass bitch). I get my light right from the source, yeah (Yeah, that's it)59Embed",ENFP
17,17,Ariana grande - Positions,"​positions Lyrics[Verse 1]. Heaven sent you to me. I'm just hopin’ I don't repeat history. . [Pre-Chorus]. Boy, I'm tryna meet your mama on a Sunday. Then make a lotta love on a Monday (Ah, ah). Never need no (No), no one else, babe. ’Cause I'll be. . [Chorus]. Switchin' them positions for you. Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin’ I wouldn’t do. That I won't do, switchin’ for you. [Verse 2]. Perfect, perfect. You're too good to be true (You're too good to be true). But I get tired of runnin', fuck it. Now, I’m runnin' with you (With you). . [Pre-Chorus]. Said, boy, I'm tryna meet your mama on a Sunday. Then make a lotta love on a Monday (Ah, ah). Never need no (No), no onе else, babe. 'Causе I'll be. . [Chorus]. Switchin' them positions for you. Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for you. Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do (Nothin'). That I won't do, switchin' for you. . [Bridge]. This some shit that I usually don't do (Yeah). But for you, I kinda, kinda want to (Mmm). 'Cause you're down for me and I'm down too (And I'm down too). Yeah, I'm down too. Switchin' the positions for you. This some shit that I (Yeah) usually don't do (Don't do). But for you, I kinda, kinda want to (Mmm). 'Cause you're down for me and I'm down too ('Cause you're down for me). [Chorus]. Switchin' them positions for you. Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin'). Know my love infinite, nothin' I wouldn't do. That I won't do, switchin' for you (Ooh woah). Cookin' in the kitchen and I'm in the bedroom. I'm in the Olympics, way I'm jumpin' through hoops. Know my love infinite, nothin' I wouldn't do (I wouldn't do). That I won't do, switchin' for you. . [Outro]. Yeah. Ah, yeah. Ah (Ah), yeah222Embed",ENFP
18,18,Taylor swift - We are never getting back together,"We Are Never Ever Getting Back Together Lyrics[Verse 1]. I remember when we broke up the first time. Saying, ""This is it, I've had enough,"" 'cause like. We hadn't seen each other in a month. When you said you needed space (What?). Then you come around again and say. ""Baby, I miss you and I swear I'm gonna change, trust me"". Remember how that lasted for a day?. I say, ""I hate you,"" we break up, you call me, ""I love you"". . [Pre-Chorus]. Ooh-ooh-ooh-ooh-ooh. We called it off again last night, but. Ooh-ooh-ooh-ooh-ooh. This time, I'm telling you, I'm telling you. [Chorus]. We are never, ever, ever getting back together. We are never, ever, ever getting back together. You go talk to your friends, talk to my friends, talk to me. But we are never, ever, ever, ever. Getting back together. Like, ever. . [Verse 2]. I'm really gonna miss you picking fights. And me falling for it, screaming that I'm right. And you would hide away and find your peace of mind. With some indie record that's much cooler than mine. . [Pre-Chorus]. Ooh-ooh-ooh-ooh-ooh. You called me up again tonight, but. Ooh-ooh-ooh-ooh-ooh. This time, I'm telling you, I'm telling you. . [Chorus]. We (We) are never, ever, ever getting back together. We are never, ever, ever getting back together. You go talk to your friends, talk to my friends, talk to me. (Talk to me) But we are never, ever, ever, ever. Getting back together. [Post-Chorus]. Ooh-ooh-ooh-ooh-ooh (Yeah). Ooh-ooh-ooh-ooh-ooh-ooh (Yeah). Ooh-ooh-ooh-ooh-ooh (Yeah). Oh-oh-oh. . [Bridge]. I used to think that we were forever, ever. And I used to say, ""Never say never"". Ugh, so he calls me up and he's like, ""I still love you"". And I'm like, ""I just, I mean, this is exhausting, you know?. Like, we are never getting back together, like, ever"". . [Chorus]. (No) We are never, ever, ever getting back together. We are never, ever, ever (Ooh) getting back together. You go talk to your friends, talk to my friends, talk to me. But we are never, ever, ever, ever. Getting back together. . [Outro]. We (Ooh-ooh-ooh-ooh-ooh, ooh-ooh-ooh, no). Getting back together. We (Ooh-ooh-ooh-ooh-ooh, oh, oh). Getting back together (Yeah). You go talk to your friends, talk to my friends, talk to me. (Talk to me) But we are never, ever, ever, ever. Getting back together72Embed",ENFP
19,19,Selena gomez - selfish love,"Selfish Love Lyrics[Letra de ""Selfish Love""]. . [Verso 1: Selena Gomez]. Nadie tiene que decírmelo. Hablas con otra que no soy yo. Y te confieso que viéndolo. Baby, me dan ganas de tenerte. . [Pre-Coro: Selena Gomez]. Just a little crush, got me over here thinking. Does somebody else care, somebody else care?. I know we got trust, but you be gettin' me thinking. Does somebody else care, somebody else care?. [Coro: Selena Gomez]. Tú quieres darme celos. All this time and we still got that selfish love. You like makin' me jealous (I like makin' you jealous). Es un juego que queda entre tú y yo. Tú y yo, tú y yo. . [Post-Coro: Selena Gomez]. (Yeah, yeah). You know we got trust. (Yeah, yeah). (Yeah). . [Verso 2: Selena Gomez]. Cómo me miran es obvio. Ven marca tu territorio. Este secreto entre los dos. Sé que te dan ganas de tenerme (Te dan ganas de tenerme). . [Pre-Coro: Selena Gomez]. I get just a little rush when you're over there thinking. Does somebody else care, somebody else care?. You know we got trust, but I like gettin' you thinking. Does somebody else care, somebody else care?. . [Coro: Selena Gomez]. Me gusta darte celos. All this time and we still got that selfish love. I like makin' you jealous (I like makin' you jealous). Es un juego que queda entre tú y yo. Tú y yo, tú y yo. [Post-Coro: Selena Gomez]. (Yeah, yeah). You know we got trust. (Yeah, yeah). (Yeah). . [Outro: Selena Gomez]. DJ Snake. Ayy (Yeah). Yeah19Embed",ENFP
20,20,justin bieber  - ghost,"Ghost Lyrics[Verse 1]. Youngblood thinks there's always tomorrow. I miss your touch some nights when I'm hollow. I know you crossed a bridge that I can't follow. Since the love that you left is all that I get, I want you to know. . [Chorus]. That if I can't be close to you, I'll settle for the ghost of you. I miss you more than life (More than life). And if you can't be next to me, your memory is ecstasy. I miss you more than life, I miss you more than life. [Verse 2]. Youngblood thinks there's always tomorrow. I need more time, but time can't be borrowed. I'd leave it all behind if I could follow. Since the love that you left is all that I get, I want you to know. . [Chorus]. That if I can't be close to you, I'll settle for the ghost of you. I miss you more than life (Yeah). And if you can't be next to me, your memory is ecstasy (Oh). I miss you more than life, I miss you more than life. . [Bridge]. Woah-oh-oh-oh. Na-na-na. More than life (Oh). . [Chorus]. So if I can't get close to you, I'll settle for the ghost of you. I miss you more than life. And if you can't be next to me, your memory is ecstasy. I miss you more than life, I miss you more than life18Embed",ESTP
21,21,faouzia - rip,"RIP, Love Lyrics[Intro]. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. R.I.P. love. . [Verse 1]. Oh no, think I did it again (Think I did it again). And it kills me to see you like this, like this. Should've known from the moment we met (The moment we met). I’d rip your heart right outta your chest (Eh). [Pre-Chorus]. Swore I learned from the last time. Dressed in black, I guess I lied. Warned you, God knows that I tried. I told you, I told you. . [Chorus]. Man down, man down. Oh, another one down for me. Said you'd die for love. But I never loved you, sorry. So long, you're gone, it hurts to see. Said you’d die for us. So now R.I.P. love. . [Post-Chorus]. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. R.I.P. love. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. R.I.P. love. . [Verse 2]. When I lay in my bed at night (My bed at night). I remember the way that you cried, but I. Can't go back, no, I know it's too late. And it haunts me every day, oh no. [Pre-Chorus]. Swore I learned from the last time (Oh-oh-oh). Dressed in black, I guess I lied (Oh). Warned you, God knows that I tried. I told you (No), I told you (No). . [Chorus]. Man down, man down. Oh, another one down for me (For me, for me). Said you'd die for love. But I (Never loved) never loved you, (Never loved) sorry (I never loved). So long, you're gone, it hurts to see. Said you'd die for us. So now R.I.P. love. . [Post-Chorus]. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. Lo-re-lo-re-lo-re-lo-re. R.I.P. love. Lo-re-lo-re-lo-re-lo-re (Oh-oh-oh). Lo-re-lo-re-lo-re-lo-re (Oh-oh-oh). Lo-re-lo-re-lo-re-lo-re (Oh-oh-oh). R.I.P. loveEmbed",ESTP
